tweet_text,senti-score,senti-type,all_hashtags,favorite_count,retweet_count,created_at,username,followers_count,location
#ActOnClimate followers I am counting on you to vote for #ClimateActionNow https://t.co/m0yfMWlbjd,0.10466,neutral,"[{'text': 'ActOnClimate', 'indices': [0, 13]}, {'text': 'ClimateActionNow', 'indices': [57, 74]}]",0,1,2020-11-02 00:23:47,CarolynAmparan,122,"Missouri, USA"
"#ClimateChange is an existential threat. Rising sea temperatures continue to result in more frequent and catastrophic storms. The American people overwhelmingly agree that we must #ActOnClimate, but the GOP continues to deny the science. https://t.co/wyKZupPceA",0.052350000000000174,neutral,"[{'text': 'ClimateChange', 'indices': [0, 14]}, {'text': 'ActOnClimate', 'indices': [180, 193]}]",19,6,2020-11-02 00:15:22,FrankPallone,41683,#NJ
"""If you haven’t been paying attention for the last four years, you still think that climate or the environment is a second or third-tier issue. And actually, it’s right up near the top now."" - @NCStinn   https://t.co/vXNSFL9Bb0 #ActOnClimate #ClimateCrisis",1.7059300000000002,positive,"[{'text': 'ActOnClimate', 'indices': [228, 241]}, {'text': 'ClimateCrisis', 'indices': [242, 256]}]",12,7,2020-11-02 00:11:32,Enviro_Voter,6025,United States
The survival of some of our beloved bird species depends on our ability to #ActOnClimate—in part by shifting to clean energy. Support the Better Energy Storage Technology Act of 2019 today and help create a brighter future for birds &amp; people. #BirdsTellUs https://t.co/2VN5NPGdKr,4.804860000000001,positive,"[{'text': 'ActOnClimate', 'indices': [75, 88]}, {'text': 'BirdsTellUs', 'indices': [247, 259]}]",1,1,2020-11-02 00:05:33,mothergooseAZ,3155,"ARIZONA, USA"
You're damn right we can! https://t.co/coNd7jsAqu #ActOnClimate #ClimateCrisis #VOTE,0.36904000000000003,neutral,"[{'text': 'ActOnClimate', 'indices': [50, 63]}, {'text': 'ClimateCrisis', 'indices': [64, 78]}, {'text': 'VOTE', 'indices': [79, 84]}]",11,6,2020-11-01 23:54:45,Enviro_Voter,6025,United States
"Led by China and the US, the world could be preparing for serious climate action in 2021 https://t.co/kRn8cAKkXp #actonclimate #climateaction",0.63393,positive,"[{'text': 'actonclimate', 'indices': [113, 126]}, {'text': 'climateaction', 'indices': [127, 141]}]",1,1,2020-11-01 23:45:04,Aglagw_Blog,537,"London, UK"
Brilliant. I'd love to see this here @GavinNewsom  #ActOnClimate https://t.co/kJUlsOIluT,0.97738,positive,"[{'text': 'ActOnClimate', 'indices': [51, 64]}]",0,0,2020-11-01 23:17:21,anne_usher,333,San Diego
@SiegelForTexas If you support the #greennewdeal and #renewableenergy check out Sustainable Producers. They are working tirelessly to bring sustainable farmers to every community in order to create jobs for the middle class &amp; lower greenhouse emissions #ActOnClimate https://t.co/3hy3vd6RNZ,2.7634700000000008,positive,"[{'text': 'greennewdeal', 'indices': [35, 48]}, {'text': 'renewableenergy', 'indices': [53, 69]}, {'text': 'ActOnClimate', 'indices': [257, 270]}]",0,0,2020-11-01 23:15:34,PhoenixUnited21,108,"Rio Rancho, NM"
@AlboMP @AustralianLabor #ActOnClimate Labor politicians need not fear: Queenslanders are no more attached to coal than the rest of Australia https://t.co/djZDPq4v0q,0.08111000000000002,neutral,"[{'text': 'ActOnClimate', 'indices': [25, 38]}]",0,0,2020-11-01 23:15:08,CClimateer,213,"Melbourne, Australia"
Trump has repeatedly played to his base with rejections of climate science. The Biden campaign has used the issue to carefully build a broad coalition. His climate plans have become key vehicles to address an array of issues— https://t.co/Wkgmfets5Z #ActOnClimate,0.35256,neutral,"[{'text': 'ActOnClimate', 'indices': [250, 263]}]",5,3,2020-11-01 23:11:30,OrbPlanet,61078,Planet A
Good - so long as the #ALP take advantage of the result and #ActOnClimate and specifically #StopAdani https://t.co/ORg1y2NrRT,1.3780700000000001,positive,"[{'text': 'ALP', 'indices': [22, 26]}, {'text': 'ActOnClimate', 'indices': [60, 73]}, {'text': 'StopAdani', 'indices': [91, 101]}]",1,0,2020-11-01 22:55:50,ActNowOnCC,3069,Live on Gundungurra Country
#ClimateChange is now a #ClimateEmergency #Drought  #Bushfire #Heatwave #Flood #Farmers Time to demand #ClimateAction #ActOnClimate #Climate #energy #rewilding #nature #GreenNewDeal #auspol #FlatEarthers #auspol Stop stealing our children’s future! https://t.co/UHizPUH35a,-0.23638,neutral,"[{'text': 'ClimateChange', 'indices': [0, 14]}, {'text': 'ClimateEmergency', 'indices': [24, 41]}, {'text': 'Drought', 'indices': [42, 50]}, {'text': 'Bushfire', 'indices': [52, 61]}, {'text': 'Heatwave', 'indices': [62, 71]}, {'text': 'Flood', 'indices': [72, 78]}, {'text': 'Farmers', 'indices': [79, 87]}, {'text': 'ClimateAction', 'indices': [103, 117]}, {'text': 'ActOnClimate', 'indices': [118, 131]}, {'text': 'Climate', 'indices': [132, 140]}, {'text': 'energy', 'indices': [141, 148]}, {'text': 'rewilding', 'indices': [149, 159]}, {'text': 'nature', 'indices': [160, 167]}, {'text': 'GreenNewDeal', 'indices': [168, 181]}, {'text': 'auspol', 'indices': [182, 189]}, {'text': 'FlatEarthers', 'indices': [190, 203]}, {'text': 'auspol', 'indices': [204, 211]}]",1,1,2020-11-01 22:53:19,The_Motherload,106,Darkinjung Land - Australia
"The face of the #ClimateChangeCrisis:  increasingly severe, #UnaturalNaturalDisasters.  The world you thought you were living in is no more.  #ActOnClimate  https://t.co/NpbUCmWVvQ",0.43892000000000003,neutral,"[{'text': 'ClimateChangeCrisis', 'indices': [16, 36]}, {'text': 'UnaturalNaturalDisasters', 'indices': [60, 85]}, {'text': 'ActOnClimate', 'indices': [142, 155]}]",0,0,2020-11-01 22:43:23,C_Smart_Climate,2929,"Boulder, CO"
"The face of the #ClimateChangeCrisis:  increasingly severe, #UnaturalNaturalDisasters.  The world you thought you were living in is no more.  #ActOnClimate  https://t.co/Q1j25eu5G5",0.43892000000000003,neutral,"[{'text': 'ClimateChangeCrisis', 'indices': [16, 36]}, {'text': 'UnaturalNaturalDisasters', 'indices': [60, 85]}, {'text': 'ActOnClimate', 'indices': [142, 155]}]",0,0,2020-11-01 22:39:27,C_Smart_Climate,2929,"Boulder, CO"
The Arctic is so out of sight and out of mind that politicians will fail to #actonclimate. Even the realisation that Russia / China will be able to sail their navies through the Arctic to the west only fuels the arms race and positioning of fleets to the north. #GlobalWarming https://t.co/wBWfRQO8TH,1.3286200000000001,positive,"[{'text': 'actonclimate', 'indices': [76, 89]}, {'text': 'GlobalWarming', 'indices': [262, 276]}]",0,0,2020-11-01 22:34:35,Bwildwithwonder,55,London
I am fighting to elect people who will #ActOnClimate so that young activists like this can live in a world with clear air and water.  Thanks @genamshelton!!! https://t.co/0lncZyZa6T,3.14224,positive,"[{'text': 'ActOnClimate', 'indices': [39, 52]}]",6,0,2020-11-01 22:21:10,iAryeh,3443,"Franklin Township, Ohio"
#ClimateChange is now a #ClimateEmergency #Drought  #Bushfire #Heatwave #Flood #Farmers Time to demand #ClimateAction #ActOnClimate #Climate #energy #rewilding #nature #GreenNewDeal #auspol #FlatEarthers  Stop stealing our children’s future! https://t.co/btZ6wWtIuV,-0.23638,neutral,"[{'text': 'ClimateChange', 'indices': [0, 14]}, {'text': 'ClimateEmergency', 'indices': [24, 41]}, {'text': 'Drought', 'indices': [42, 50]}, {'text': 'Bushfire', 'indices': [52, 61]}, {'text': 'Heatwave', 'indices': [62, 71]}, {'text': 'Flood', 'indices': [72, 78]}, {'text': 'Farmers', 'indices': [79, 87]}, {'text': 'ClimateAction', 'indices': [103, 117]}, {'text': 'ActOnClimate', 'indices': [118, 131]}, {'text': 'Climate', 'indices': [132, 140]}, {'text': 'energy', 'indices': [141, 148]}, {'text': 'rewilding', 'indices': [149, 159]}, {'text': 'nature', 'indices': [160, 167]}, {'text': 'GreenNewDeal', 'indices': [168, 181]}, {'text': 'auspol', 'indices': [182, 189]}, {'text': 'FlatEarthers', 'indices': [190, 203]}]",0,2,2020-11-01 22:11:27,The_Motherload,106,Darkinjung Land - Australia
"“For decades the ocean has been acting like a sponge,”  “But it can’t keep up.”  Since the 1980s, oceans have absorbed as much as 30% of global carbon dioxide emissions and an even larger share of the excess heat,  #ActOnClimate #ClimateEmergency https://t.co/yxmsclBy8k",1.6621699999999995,positive,"[{'text': 'ActOnClimate', 'indices': [215, 228]}, {'text': 'ClimateEmergency', 'indices': [229, 246]}]",118,84,2020-11-01 21:59:00,PaulEDawson,56559,"Glasgow, Scotland"
"#ActOnClimate WORLD STEWARDS CALLED FOR A BIDEN HARRIS TICKET IN JANUARY 2019. TODAY, MORE THAN EVER, WE ENDORSE JOE BIDEN AND KAMALA HARRIS ON NOV 3RD. Support economic justice, green energy jobs, and climate action. 🌳♻️🌳 @Supermajority @DNC @ProjectLincoln @sierraclub @AOC",1.20633,positive,"[{'text': 'ActOnClimate', 'indices': [0, 13]}]",0,0,2020-11-01 21:53:42,WorldStewards,1010,New York
GOTV Must-Read from @SenatorReid:  “Trump has catastrophically failed to manage #climatechange but we can still prevent its worst impacts if we vote for candidates who respect science.”  That’s why me must elect @JoeBiden &amp; @KamalaHarris to #ActOnClimate.  https://t.co/NujCEWaH59,0.338,neutral,"[{'text': 'climatechange', 'indices': [80, 94]}, {'text': 'ActOnClimate', 'indices': [245, 258]}]",11,8,2020-11-01 21:46:38,LCVoters,29058,"Washington, D.C."
"If climate change goes unchecked, it would cost Australia $3.4 trillion and almost 900,000 jobs by 2070, dwarfing the impact of the coronavirus recession. #ClimateEmergency #ActOnClimate #auspol #SpringSt  https://t.co/h53BoSEmvl",0.08285,neutral,"[{'text': 'ClimateEmergency', 'indices': [155, 172]}, {'text': 'ActOnClimate', 'indices': [173, 186]}, {'text': 'auspol', 'indices': [187, 194]}, {'text': 'SpringSt', 'indices': [195, 204]}]",0,0,2020-11-01 21:33:46,davidtomkins,1768,"Wurundjeri country, Australia"
"Fires in Brazil's #AmazonRainforest surged in October, more than double the number of fires detected in October 2019. The number of #fires so far this year remains at a decade high.  via @Reuters #deforestation #ActOnClimate  https://t.co/ySywvjrTSy",0.84626,positive,"[{'text': 'AmazonRainforest', 'indices': [18, 35]}, {'text': 'fires', 'indices': [132, 138]}, {'text': 'deforestation', 'indices': [196, 210]}, {'text': 'ActOnClimate', 'indices': [211, 224]}]",1,1,2020-11-01 21:32:54,climateleaf,1699,
"Fires in Brazil's Pantanal, the world's largest wetland, increased in October compared to a year ago. For the year through Oct. 25, 28% of the wetland has burned—an area nearly the size of Denmark.  @Reuters #deforestation #ActOnClimate #wetlands #drought  https://t.co/ySywvjrTSy",0.43244000000000005,neutral,"[{'text': 'deforestation', 'indices': [208, 222]}, {'text': 'ActOnClimate', 'indices': [223, 236]}, {'text': 'wetlands', 'indices': [237, 246]}, {'text': 'drought', 'indices': [247, 255]}]",1,0,2020-11-01 21:30:19,climateleaf,1699,
"California is requiring all new homes to be built with #solar panels, all public buses to be zero emissions, and is building massive batteries to provide 24 hr #renewableenergy.  We have solutions to the #climate crisis, let's implement them.  #ActOnClimate #cdnpoli #GreenNewDeal https://t.co/OStUkZwBas",1.72607,positive,"[{'text': 'solar', 'indices': [55, 61]}, {'text': 'renewableenergy', 'indices': [160, 176]}, {'text': 'climate', 'indices': [204, 212]}, {'text': 'ActOnClimate', 'indices': [244, 257]}, {'text': 'cdnpoli', 'indices': [258, 266]}, {'text': 'GreenNewDeal', 'indices': [267, 280]}]",295,124,2020-11-01 21:18:33,MikeHudema,130643,Unceded Squamish Territory
.@novapbs explains why the current climate crisis will take serious action to address. #ActOnClimate   https://t.co/iqdqykGIfn,-0.44293999999999994,negative,"[{'text': 'ActOnClimate', 'indices': [87, 100]}]",34,11,2020-11-01 21:12:58,RepDebHaaland,80843,"Albuquerque, NM"
Greenpeace: How much more proof do we need to convince world leaders to #ActOnClimate? https://t.co/2zYa117Nz2,0.8967799999999999,positive,"[{'text': 'ActOnClimate', 'indices': [72, 85]}]",0,0,2020-11-01 21:07:28,HBCUGreenFund,494,
"Fewer than 1 in 5 pension funds in North America have committed to achieving #NetZero carbon emissions across their portfolios by 2050. In contrast, 4 out of every 10 pension funds in both Asia and Europe have committed to #NetZero by 2050.  #ActOnClimate  https://t.co/PUezf3HMmM",0.38088000000000005,neutral,"[{'text': 'NetZero', 'indices': [77, 85]}, {'text': 'NetZero', 'indices': [223, 231]}, {'text': 'ActOnClimate', 'indices': [242, 255]}]",0,0,2020-11-01 20:58:37,climateleaf,1699,
"Voters of Faith Largely Support Action on Climate Change, New Survey Shows ----&gt; https://t.co/OrOI34gf0Y  #FaithandClimateAction #CreationCare #climatecrisis #actonclimate @CatholicClimate @interfaithpower https://t.co/lyPGncdjoD",0.56472,positive,"[{'text': 'FaithandClimateAction', 'indices': [109, 131]}, {'text': 'CreationCare', 'indices': [132, 145]}, {'text': 'climatecrisis', 'indices': [146, 160]}, {'text': 'actonclimate', 'indices': [161, 174]}]",3,1,2020-11-01 20:45:14,NewDayinAmerica,152,"Pittsburgh, PA"
How much more proof do we need to convince world leaders to #ActOnClimate? https://t.co/NwV0aT1gAZ,0.8967799999999999,positive,"[{'text': 'ActOnClimate', 'indices': [60, 73]}]",542,182,2020-11-01 20:45:04,Greenpeace,1895187,Global
"Eta became the 28th named storm of the 2020 #hurricane season, matching a record set in 2005.  “The odds certainly favor another storm or two forming in November.”  via @nytimes #ActOnClimate  https://t.co/OCaiQNROrX",1.6582299999999996,positive,"[{'text': 'hurricane', 'indices': [44, 54]}, {'text': 'ActOnClimate', 'indices': [178, 191]}]",1,0,2020-11-01 20:44:02,climateleaf,1699,
#ClimateChange is exacerbating the Philippines’ exposure to natural disasters.  via @nytimes #ActOnClimate  https://t.co/alXErRpMpH,-0.29231,negative,"[{'text': 'ClimateChange', 'indices': [0, 14]}, {'text': 'ActOnClimate', 'indices': [93, 106]}]",1,0,2020-11-01 20:23:14,climateleaf,1699,
The Guardian view on Tories and migration: stop the posing | Editorial https://t.co/eYIRcg29c5 #watches4nature #ActOnClimate https://t.co/ans4Zcdf4Q,0.47105,neutral,"[{'text': 'watches4nature', 'indices': [95, 110]}, {'text': 'ActOnClimate', 'indices': [111, 124]}]",0,0,2020-11-01 20:08:55,Giacomo_Cortes,227,Switzerland / Germany
I offer my profound gratitude for your stand for #ClimateAction !!!!!  Counting down the time till we have a POTUS who will #ActOnClimate !!!!! https://t.co/ABTJedfTuM,1.4627700000000001,positive,"[{'text': 'ClimateAction', 'indices': [49, 63]}, {'text': 'ActOnClimate', 'indices': [124, 137]}]",4,1,2020-11-01 20:04:27,iVote4USA,4303,
"As our oceans warm and it becomes harder for ice to form, we’re seeing record-low levels of sea ice. When we lose Arctic sea ice, this has the potential to create a “cascade effect” on climate change.  We need to #ActOnClimate NOW, before it’s too late! https://t.co/ZzOut8qiyr",1.76896,positive,"[{'text': 'ActOnClimate', 'indices': [213, 226]}]",6,1,2020-11-01 20:00:18,foodandwater,75379,Headquartered in D.C.
Russia rules out cutting fossil fuel production in next few decades   via @guardian #ActOnClimate  https://t.co/lAWoZooy7U,0.50871,positive,"[{'text': 'ActOnClimate', 'indices': [84, 97]}]",0,0,2020-11-01 19:58:34,climateleaf,1699,
"Glacial archaeology: “There is a shadow hanging over all of this work, because the only reason you are able to do this is because the #environment is so profoundly out of whack.”  via @guardian #ActOnClimate #climatechange  https://t.co/X4PYfZZwJq",0.87102,positive,"[{'text': 'environment', 'indices': [134, 146]}, {'text': 'ActOnClimate', 'indices': [194, 207]}, {'text': 'climatechange', 'indices': [208, 222]}]",0,1,2020-11-01 19:44:42,climateleaf,1699,
"“On average, global populations of mammals, birds, fish, amphibians and reptiles plunged by 68% between 1970 and 2016”  Ok, this is freaking depressing and scary. 😞  #ActOnClimate #ExtinctionRebellion #ClimateCrisis https://t.co/GEJDXvL5KB",-0.5840000000000001,negative,"[{'text': 'ActOnClimate', 'indices': [166, 179]}, {'text': 'ExtinctionRebellion', 'indices': [180, 200]}, {'text': 'ClimateCrisis', 'indices': [201, 215]}]",4,0,2020-11-01 19:32:46,marcovce,1248,Venice 🇮🇹 | Guangzhou 🇨🇳
"As our oceans warm and it becomes harder for ice to form, we’re seeing record-low levels of sea ice. When we lose Arctic sea ice, this has the potential to create a “cascade effect” on climate change.  We need to #ActOnClimate NOW, before it’s too late! https://t.co/ot9UICIhwI",1.76896,positive,"[{'text': 'ActOnClimate', 'indices': [213, 226]}]",2,0,2020-11-01 19:00:17,fwaction,4744,Moving America #OffFossilFuels
Here's a sample of the 177 people signed up to phone bank for Clean Energy for Biden PA Chapter today! And who says Pennsylvanians don't care about the environment? 🤔😉💚✊🏻 #ActOnClimate #VoteOnClimate #CE4B https://t.co/gPN0Vd820F,2.1732,positive,"[{'text': 'ActOnClimate', 'indices': [171, 184]}, {'text': 'VoteOnClimate', 'indices': [185, 199]}, {'text': 'CE4B', 'indices': [200, 205]}]",1,1,2020-11-01 18:47:27,katdawblu,550,"Pennsylvania, USA"
These stories are powerful &amp; they are not unique. The climate crisis is affecting countless families &amp;communities across the country. @JoeBiden understands this -- and he will #ActOnClimate.   Trump says #climatechange is a hoax. Trump must go. Vote!  https://t.co/d8obfTGwXu,-0.90003,negative,"[{'text': 'ActOnClimate', 'indices': [184, 197]}, {'text': 'climatechange', 'indices': [212, 226]}]",0,0,2020-11-01 18:07:20,dempolitiks,680,DC (The 51st State)
Scientists say we are running out of time to act on #ClimateChange. The earth can't wait for the next election. We all must VOTE in the #2020Election on Nov 3 to  #ActOnClimate today &amp; avoid the worst impacts of climate change on our health &amp; environment. https://t.co/sE4z3SYKF3 https://t.co/ItOXMBOHWN,1.9018999999999997,positive,"[{'text': 'ClimateChange', 'indices': [52, 66]}, {'text': '2020Election', 'indices': [136, 149]}, {'text': 'ActOnClimate', 'indices': [163, 176]}]",1,1,2020-11-01 18:04:04,NVconservation,2176,Nevada
Inaction on the climate threat is NOT an option  Lessons from #coronavirus inform and enhance our understanding of needed next steps on #climatechange crisis  https://t.co/XdH4gsyRBb @CC_Yale #climatecrisis #pandemic #COVID19 #actonclimate #climatestrike #ethoslifestyle,-0.2807899999999999,negative,"[{'text': 'coronavirus', 'indices': [62, 74]}, {'text': 'climatechange', 'indices': [136, 150]}, {'text': 'climatecrisis', 'indices': [192, 206]}, {'text': 'pandemic', 'indices': [207, 216]}, {'text': 'COVID19', 'indices': [217, 225]}, {'text': 'actonclimate', 'indices': [226, 239]}, {'text': 'climatestrike', 'indices': [240, 254]}, {'text': 'ethoslifestyle', 'indices': [255, 270]}]",9,3,2020-11-01 18:00:30,EthosLifestyle,3640,"West Coast, Canada"
"“Earth’s living systems as a whole are being compromised. And the more humanity exploits nature in unsustainable ways and undermines its contributions to people, the more we undermine our own wellbeing, security and prosperity,”  #ActOnClimate https://t.co/K7Q8DPeeQ6",1.42072,positive,"[{'text': 'ActOnClimate', 'indices': [230, 243]}]",89,59,2020-11-01 17:59:00,PaulEDawson,56559,"Glasgow, Scotland"
Our members are #Climate voters. We #VoteEarth because we know the future depends on is. The unborn of generations to come need us today! @SenatorBurr @SenThomTillis @ThomTillis @RepMarkWalker @CalforNC @GKButterfield @RepDavidEPrice #ActOnClimate now! https://t.co/O3XFskFXrf,0.69363,positive,"[{'text': 'Climate', 'indices': [16, 24]}, {'text': 'VoteEarth', 'indices': [36, 46]}, {'text': 'ActOnClimate', 'indices': [234, 247]}]",7,4,2020-11-01 17:47:27,CCLTriangle,416,"Raleigh, NC"
"Whether you're in #aquaculture, or just enjoy recreational fishing, it's on the #Election2020ballot via the need for leaders to #actonclimate.",1.0326899999999999,positive,"[{'text': 'aquaculture', 'indices': [18, 30]}, {'text': 'Election2020ballot', 'indices': [80, 99]}, {'text': 'actonclimate', 'indices': [128, 141]}]",0,0,2020-11-01 17:38:11,CCLSVN,1795,"Mountain View, CA"
"I Will Create #workout,#exercise,#yoga,#fitness poses #illustration What service do you need?   so let's communicate with me...👇 https://t.co/okVXTBh2OP  #batwoman #watchmen #kobe #lebron #UnitedStates  #UnitedKingdom #actonclimate #strictly #atsocialmedia #worldcupofthedecade https://t.co/9ETyC6zrS4",1.6456799999999998,positive,"[{'text': 'workout', 'indices': [14, 22]}, {'text': 'exercise', 'indices': [23, 32]}, {'text': 'yoga', 'indices': [33, 38]}, {'text': 'fitness', 'indices': [39, 47]}, {'text': 'illustration', 'indices': [54, 67]}, {'text': 'batwoman', 'indices': [154, 163]}, {'text': 'watchmen', 'indices': [164, 173]}, {'text': 'kobe', 'indices': [174, 179]}, {'text': 'lebron', 'indices': [180, 187]}, {'text': 'UnitedStates', 'indices': [188, 201]}, {'text': 'UnitedKingdom', 'indices': [203, 217]}, {'text': 'actonclimate', 'indices': [218, 231]}, {'text': 'strictly', 'indices': [232, 241]}, {'text': 'atsocialmedia', 'indices': [242, 256]}, {'text': 'worldcupofthedecade', 'indices': [257, 277]}]",0,0,2020-11-01 17:31:49,MDRAHADMIA6,26,Dhaka Bangladesh
"The worst fires in history are now California Amazon, Siberia, Paraguay and Australia have also been devastated and we are guilty https://t.co/onudW5s7qG #ClimateAction #ActOnClimate #ClimateCrisis #ClimateEmergency  https://t.co/iPBYUvGo8H",-0.18520999999999999,neutral,"[{'text': 'ClimateAction', 'indices': [154, 168]}, {'text': 'ActOnClimate', 'indices': [169, 182]}, {'text': 'ClimateCrisis', 'indices': [183, 197]}, {'text': 'ClimateEmergency', 'indices': [198, 215]}]",0,2,2020-11-01 17:29:09,rpujolvives,1337,Catalunya
"A few reclaimed golf courses won't stop the Arctic melting, but it's the sentiment we need | Jeff Sparrow https://t.co/SB2Wln72Ba #watches4nature #ActOnClimate https://t.co/PwEOsUIP6o",0.13101,neutral,"[{'text': 'watches4nature', 'indices': [130, 145]}, {'text': 'ActOnClimate', 'indices': [146, 159]}]",0,0,2020-11-01 17:21:13,Giacomo_Cortes,227,Switzerland / Germany
"We can (and must) do this. The longer we wait, the more expensive, in resources and lives. #VoteClimate #Denmark #ActOnClimate #climateleadership https://t.co/lnYQUl3wgR",0.11075,neutral,"[{'text': 'VoteClimate', 'indices': [91, 103]}, {'text': 'Denmark', 'indices': [104, 112]}, {'text': 'ActOnClimate', 'indices': [113, 126]}, {'text': 'climateleadership', 'indices': [127, 145]}]",0,0,2020-11-01 17:14:51,nancyblackwords,3066,"Santa Barbara, CA"
The electoral college is a terrible way to choose a President.   It’s an even worse way to choose the future of the entire planet.   We need major constitutional reform.   #AbolishTheElectoralCollege #ActOnClimate,-0.3629,negative,"[{'text': 'AbolishTheElectoralCollege', 'indices': [172, 199]}, {'text': 'ActOnClimate', 'indices': [200, 213]}]",48,6,2020-11-01 17:09:59,joshfoxfilm,64092,"Brooklyn, NY & New Orleans, LA"
"Lack of climate action over 50 years will cost the economy $3.4tn and 880,000 jobs – report https://t.co/VQjUr7fcjt #watches4nature #ActOnClimate https://t.co/3VoBZKCABh",-0.9495199999999999,negative,"[{'text': 'watches4nature', 'indices': [116, 131]}, {'text': 'ActOnClimate', 'indices': [132, 145]}]",0,0,2020-11-01 17:08:55,Giacomo_Cortes,227,Switzerland / Germany
"In order to #ActOnClimate , we need a #plan – one of the “four-letter words” on my list to help guide #ClimateChange   conversations.  https://t.co/JweddryrLJ via @weathergamut",0.88274,positive,"[{'text': 'ActOnClimate', 'indices': [12, 25]}, {'text': 'plan', 'indices': [38, 43]}, {'text': 'ClimateChange', 'indices': [102, 116]}]",2,1,2020-11-01 17:06:15,WeatherGamut,356,New York City
"Everyone over 18, we’re counting on you to vote for leaders who will protect our environment so we can breathe clean air, drink clean water &amp; be able to live on this planet.  #Vote  #VoteOcean #VoteForOurFuture #VoteForCleanAir #VoteForCleanWater #ActOnClimate #ClimateActionNow https://t.co/nlKq4Idezy",4.341019999999999,positive,"[{'text': 'Vote', 'indices': [179, 184]}, {'text': 'VoteOcean', 'indices': [186, 196]}, {'text': 'VoteForOurFuture', 'indices': [197, 214]}, {'text': 'VoteForCleanAir', 'indices': [215, 231]}, {'text': 'VoteForCleanWater', 'indices': [232, 250]}, {'text': 'ActOnClimate', 'indices': [251, 264]}, {'text': 'ClimateActionNow', 'indices': [265, 282]}]",0,0,2020-11-01 17:06:08,PacBleu,10,
"Followers of World Stewards in USA, do not miss this election. VOTE WITH YOUR FAMILY! 🇺🇸 #ActOnClimate @GretaThunberg @supermajority @ProjectLincoln @sierraclub @GreenPartyUS @greenpeace @dnc",-0.5070899999999999,negative,"[{'text': 'ActOnClimate', 'indices': [89, 102]}]",0,0,2020-11-01 17:05:13,WorldStewards,1010,New York
"Coronado, CA hosts a virtual public workshop to kick off its development of a #ClimateAction Plan. Local residents can attend the virtual workshop on 11/5 &amp; will be followed by a community survey to help inform CAP development. #Actonclimate @SanDiego350 https://t.co/vqntLcTap4",1.05744,positive,"[{'text': 'ClimateAction', 'indices': [78, 92]}, {'text': 'Actonclimate', 'indices': [232, 245]}]",1,0,2020-11-01 16:58:00,ClimateHerald,509,A Community Near You
"Faith groups organize to motivate, mobilize #climate voters as Election Day nears ----&gt; https://t.co/31Zhar5nOn  #FaithandClimateAction #CreationCare #climateemergency #actonclimate @greenfaithworld @interfaithpower https://t.co/JuoQVbahiM",0.15628000000000003,neutral,"[{'text': 'climate', 'indices': [44, 52]}, {'text': 'FaithandClimateAction', 'indices': [116, 138]}, {'text': 'CreationCare', 'indices': [139, 152]}, {'text': 'climateemergency', 'indices': [153, 170]}, {'text': 'actonclimate', 'indices': [171, 184]}]",1,0,2020-11-01 16:45:26,NewDayinAmerica,152,"Pittsburgh, PA"
Wow. This is what #climate leadership looks like. #Denmark's new gov't unveils one of the world's most ambitious green plans. 70% reduction target by 2030 enshrined into law.  Who's next?  #ActOnClimate #Energy #climatestrike #GreenNewDeal #cdnpoli @GretaThunberg @justinTrudeau https://t.co/iwBhlm72g5,0.17980000000000002,neutral,"[{'text': 'climate', 'indices': [18, 26]}, {'text': 'Denmark', 'indices': [50, 58]}, {'text': 'ActOnClimate', 'indices': [189, 202]}, {'text': 'Energy', 'indices': [203, 210]}, {'text': 'climatestrike', 'indices': [211, 225]}, {'text': 'GreenNewDeal', 'indices': [226, 239]}, {'text': 'cdnpoli', 'indices': [240, 248]}]",519,183,2020-11-01 16:44:12,MikeHudema,130643,Unceded Squamish Territory
The Bridging Nations &amp; CEES Report is out! https://t.co/5dCyKdP2LV #actonclimate #climatecrisis,-0.00909,neutral,"[{'text': 'actonclimate', 'indices': [71, 84]}, {'text': 'climatecrisis', 'indices': [85, 99]}]",0,0,2020-11-01 16:38:04,bncees,3085,"Washington, DC"
"An Introduction to #Building #Electrification - Why It Matters, What You Need to Know: https://t.co/sN04TWMwp2 #cleantech #technology #HVAC #electricheating #greenbuilding #greenliving #sustainability #decarbonization #ActOnClimate #environment #climatechange #cleanenergy #energy https://t.co/6Edl2Kky18",0.24095999999999998,neutral,"[{'text': 'Building', 'indices': [19, 28]}, {'text': 'Electrification', 'indices': [29, 45]}, {'text': 'cleantech', 'indices': [111, 121]}, {'text': 'technology', 'indices': [122, 133]}, {'text': 'HVAC', 'indices': [134, 139]}, {'text': 'electricheating', 'indices': [140, 156]}, {'text': 'greenbuilding', 'indices': [157, 171]}, {'text': 'greenliving', 'indices': [172, 184]}, {'text': 'sustainability', 'indices': [185, 200]}, {'text': 'decarbonization', 'indices': [201, 217]}, {'text': 'ActOnClimate', 'indices': [218, 231]}, {'text': 'environment', 'indices': [232, 244]}, {'text': 'climatechange', 'indices': [245, 259]}, {'text': 'cleanenergy', 'indices': [260, 272]}, {'text': 'energy', 'indices': [273, 280]}]",1,0,2020-11-01 16:37:02,NJgreenbuilding,313,"New Jersey, USA"
