tweet_text,senti-score,senti-type,all_hashtags,favorite_count,retweet_count,created_at,username,followers_count,location
"HostGator has Gone GREEN: https://t.co/HLk3yp1eEW Use 25% OFF COUPON CODE ""Get25OffHG"" #webhosting #webhost #green #climatechange",-0.32319999999999993,negative,"[{'text': 'webhosting', 'indices': [87, 98]}, {'text': 'webhost', 'indices': [99, 107]}, {'text': 'green', 'indices': [108, 114]}, {'text': 'climatechange', 'indices': [115, 129]}]",0,0,2020-11-08 19:47:02,Cash_Rules_,1631,Way up the river. . .
"Mossmorran flaring emissions 'equivalent of 9,000 people flying return Glasgow-New York'   The level of climate emissions from flaring at Mossmorran gas plant in Fife has been described as “catastrophic” by the Scottish Greens. #AirPollution #climatechange https://t.co/7E6fQZLXfs",0.8318100000000002,positive,"[{'text': 'AirPollution', 'indices': [228, 241]}, {'text': 'climatechange', 'indices': [242, 256]}]",9,2,2020-11-08 19:46:48,SFotonium,4499,Spain
"OK, time to update our ActBlue contributions and have them all go to Ossoff and Warnockfor the next two months. These guys are essential if we want to tackle #climatechange in a serious way. #utpol",1.7150400000000001,positive,"[{'text': 'climatechange', 'indices': [158, 172]}, {'text': 'utpol', 'indices': [191, 197]}]",0,0,2020-11-08 19:45:40,barrett_jh,89,"Salt Lake City, UT"
A Biden victory positions America for a 180-degree turn on climate change https://t.co/gpt3T61gJK #climatechange,0.95394,positive,"[{'text': 'climatechange', 'indices': [98, 112]}]",4,1,2020-11-08 19:45:11,JFPerseveranda,13884,"SF Bay Area, CA, USA"
"By bringing together people and capital with a shared mission of solving #climatechange, we represent a new kind of media organization that’s dedicated to a more #equitable and #sustainable economy. #ClimateAndCapital   https://t.co/22PgdsegC6",0.43672999999999995,neutral,"[{'text': 'climatechange', 'indices': [73, 87]}, {'text': 'equitable', 'indices': [162, 172]}, {'text': 'sustainable', 'indices': [177, 189]}, {'text': 'ClimateAndCapital', 'indices': [199, 217]}]",6,1,2020-11-08 19:45:05,PeterMcKillop,1010,New York City
"Just to remind all @BreckCouncil #Councillor Colleagues tomorrow morning is the #Environment &amp; Climate Strategy Forum, I hope as many of you as possible will join to help shape this important policy #ClimateChange 🌍 https://t.co/ukuzkoBvog",2.5056700000000003,positive,"[{'text': 'Councillor', 'indices': [33, 44]}, {'text': 'Environment', 'indices': [80, 92]}, {'text': 'ClimateChange', 'indices': [203, 217]}]",0,1,2020-11-08 19:44:15,CllrIanSherwood,2494,"Sporle, Norfolk, England"
"President-Elect #Biden is considering a new White House Office on #ClimateChange, - which could be the most fundamental consequence of the US #election. Let's put science, not politics, at the forefront with @MichaelEMann, &amp; @KHayhoe on the panel!  https://t.co/nBLAoWEufr.",-0.15886999999999996,neutral,"[{'text': 'Biden', 'indices': [16, 22]}, {'text': 'ClimateChange', 'indices': [66, 80]}, {'text': 'election', 'indices': [142, 151]}]",171,50,2020-11-08 19:44:09,C_Smart_Climate,2929,"Boulder, CO"
Biden Won. What’s Next? Bill McKibben Has A Few Suggestions https://t.co/bfRjp5VfWA #Tesla #EV #ClimateChange #Renewables #RenewableEnergy,0.04128,neutral,"[{'text': 'Tesla', 'indices': [84, 90]}, {'text': 'EV', 'indices': [91, 94]}, {'text': 'ClimateChange', 'indices': [95, 109]}, {'text': 'Renewables', 'indices': [110, 121]}, {'text': 'RenewableEnergy', 'indices': [122, 138]}]",0,0,2020-11-08 19:44:06,Zxcxz_xyz,130,
"Given the uptick in disaster because of #climatechange and the impact of the current global pandemic, we must also focus on readying our most vulnerable communities and advance a culture of emergency preparedness. #ClimateAction #COVID19 #Election2020 @JoeBiden @KamalaHarris",-0.6012699999999999,negative,"[{'text': 'climatechange', 'indices': [40, 54]}, {'text': 'ClimateAction', 'indices': [214, 228]}, {'text': 'COVID19', 'indices': [229, 237]}, {'text': 'Election2020', 'indices': [238, 251]}]",1,0,2020-11-08 19:42:52,JustinKK,2292,"California, USA"
Weird. Without all the lying we’d never be where we are right now #Brexit #Trump #COVIDー19 #climatechange https://t.co/CGWcTmVf21,0.7211,positive,"[{'text': 'Brexit', 'indices': [66, 73]}, {'text': 'Trump', 'indices': [74, 80]}, {'text': 'COVIDー19', 'indices': [81, 90]}, {'text': 'climatechange', 'indices': [91, 105]}]",1,0,2020-11-08 19:42:02,ChrisCu10106064,3145,
A very nice reading for tonight #climatechange #foodwaste https://t.co/i9lK7tLjzg,0.13456,neutral,"[{'text': 'climatechange', 'indices': [32, 46]}, {'text': 'foodwaste', 'indices': [47, 57]}]",3,1,2020-11-08 19:41:31,UNDPJPOCentre,7908,Denmark
IN #Pittsburgh there is a need to protect the health and livelihoods of coal miners while moving to tackle #climatechange.   A #GreenNewDeal and #M4A will be essential.     #WorldToWin #USElections2020  #SocialistSunday  https://t.co/sioXyxWWFF,1.59412,positive,"[{'text': 'Pittsburgh', 'indices': [3, 14]}, {'text': 'climatechange', 'indices': [107, 121]}, {'text': 'GreenNewDeal', 'indices': [127, 140]}, {'text': 'M4A', 'indices': [145, 149]}, {'text': 'WorldToWin', 'indices': [173, 184]}, {'text': 'USElections2020', 'indices': [185, 201]}, {'text': 'SocialistSunday', 'indices': [203, 219]}]",2,0,2020-11-08 19:41:28,SocialistParty,10679,Ireland
"In addition  to the work politicians like @CarolineLucas for #climatechange do please do check out the work artists who,ve just as much passion also do ,we need ALL be they scientists,politicians or artists https://t.co/g6BDoHGd1A https://t.co/TGYiceKpJm",3.1660399999999997,positive,"[{'text': 'climatechange', 'indices': [61, 75]}]",0,0,2020-11-08 19:40:59,Blackchapel18,319,
"“I look forward to working closely together on our shared priorities, from #climatechange to trade and security” - UK PM https://t.co/jGMrMK9Pgz",0.6195499999999999,positive,"[{'text': 'climatechange', 'indices': [75, 89]}]",3,0,2020-11-08 19:40:14,dinamedland,6641,"kent, uk"
"I dispute the premise that @JoeBiden lacks a mandate either electorally or on #climate. He will win the EC 306-232 and the popular vote by &gt;5MM. Further, ~80% of Americans consider #climatechange a major problem (@washingtonpost poll). He must think big!  https://t.co/d7CQ5iIAl0 https://t.co/lNspCDIuOM",0.68777,positive,"[{'text': 'climate', 'indices': [78, 86]}, {'text': 'climatechange', 'indices': [184, 198]}]",2,0,2020-11-08 19:40:03,DavidCarlin7,310,"Geneva, CH"
"“Indigenous peoples in Canada are among the lowest contributors to greenhouse emissions in the country, yet academic research shows they are among the most exposed to #ClimateChange impacts.""  #IndigenousRights  https://t.co/XpLfYTmNLl #cdnpoli",-0.42407,negative,"[{'text': 'ClimateChange', 'indices': [167, 181]}, {'text': 'IndigenousRights', 'indices': [193, 210]}, {'text': 'cdnpoli', 'indices': [236, 244]}]",29,15,2020-11-08 19:40:03,GreenpeaceCA,50966,Canada
"@XRIslington Without HS2 we simply don’t have the rail capacity for the future to get people &amp; freight off roads and cut transport CO2 emissions to tackle GLOBAL #ClimateChange. Stopping #HS2 isn’t ‘green’, it’s exactly the opposite. You’re doing the roads lobby’s job for it.",0.4549099999999999,neutral,"[{'text': 'ClimateChange', 'indices': [166, 180]}, {'text': 'HS2', 'indices': [191, 195]}]",2,0,2020-11-08 19:39:52,PaulMBigland,2206,
So Metro NY is this “Indian Summer” or #ClimateChange?  Because it in the 70’s on Nov. 8! 🤔,0.08411,neutral,"[{'text': 'ClimateChange', 'indices': [39, 53]}]",3,0,2020-11-08 19:39:13,bellewitch66,1253,"In a book, gardens or tube"
#M4A = Medicare for All. It’s only taken decades of Republicans demonizing #HillaryClinton; a global pandemic #COVID19; and ppl concerned about their health due to #climatechange ... among other reasons .... #thankyou @HillaryClinton for raising awareness. #cantholditback anymore https://t.co/chXRjf5Hxb,0.83603,positive,"[{'text': 'M4A', 'indices': [0, 4]}, {'text': 'HillaryClinton', 'indices': [75, 90]}, {'text': 'COVID19', 'indices': [110, 118]}, {'text': 'climatechange', 'indices': [164, 178]}, {'text': 'thankyou', 'indices': [208, 217]}, {'text': 'cantholditback', 'indices': [257, 272]}]",0,0,2020-11-08 19:38:01,jazzy_usa,54,Planet Earth
This our reality  If we don’t change our hearts it’s over #BidenHarris2020 #Election2020 #Trump #climatechange https://t.co/pdewEsqFRg,0.30189,neutral,"[{'text': 'BidenHarris2020', 'indices': [58, 74]}, {'text': 'Election2020', 'indices': [75, 88]}, {'text': 'Trump', 'indices': [89, 95]}, {'text': 'climatechange', 'indices': [96, 110]}]",0,0,2020-11-08 19:37:09,JamesCo63451146,14,
#Earth is singing her #Revolution. You are called. #ClimateChange Free EarthFlag  https://t.co/CgVd9hySUC https://t.co/7iVEfVoI4Y,0.81944,positive,"[{'text': 'Earth', 'indices': [0, 6]}, {'text': 'Revolution', 'indices': [22, 33]}, {'text': 'ClimateChange', 'indices': [51, 65]}]",1,0,2020-11-08 19:37:06,RiveraSunAuthor,24973,"Taos, New Mexico, USA"
"5 year old Nature lover for Save Thano 🌲 She wants to Save our Future.💚 She wants to Save Our Planet.🌠  It's her right to breathe a fresh air, which is not available in places like Lucknow and Delhi these days?  Climate needs Justice ⚖️  #ClimateChange #ClimateEmergency 📢 https://t.co/m3YkXKTNy9",5.20061,positive,"[{'text': 'ClimateChange', 'indices': [238, 252]}, {'text': 'ClimateEmergency', 'indices': [253, 270]}]",150,54,2020-11-08 19:36:15,Sarahhh_lndian,513,Lucknow
Biden’s Shipping Agency Nominee Could Prove Crucial To US #CLIMATE Change Plans https://t.co/mElnHw8MOw  #GlobalWarming #climatechange,0.438,neutral,"[{'text': 'CLIMATE', 'indices': [58, 66]}, {'text': 'GlobalWarming', 'indices': [105, 119]}, {'text': 'climatechange', 'indices': [120, 134]}]",0,0,2020-11-08 19:35:25,gridpointwx,194,"New York, USA"
Biden’s Shipping Agency Nominee Could Prove Crucial To US #CLIMATE Change Plans https://t.co/V09NIdjjyE #GPWX #GlobalWarming #climatechange,0.438,neutral,"[{'text': 'CLIMATE', 'indices': [58, 66]}, {'text': 'GPWX', 'indices': [104, 109]}, {'text': 'GlobalWarming', 'indices': [110, 124]}, {'text': 'climatechange', 'indices': [125, 139]}]",0,0,2020-11-08 19:35:02,TimMelino,11390,NY
"One should not feel ashamed to admit that Diwali is indeed a festival of lights and not noise and pollution and that is what makes this culture great.   ""माता भूमि: पुत्रो अहं पृथिव्या""  #climatechange  #ClimateAction  #Diwali2020",-1.74223,negative,"[{'text': 'climatechange', 'indices': [187, 201]}, {'text': 'ClimateAction', 'indices': [203, 217]}, {'text': 'Diwali2020', 'indices': [219, 230]}]",0,0,2020-11-08 19:34:02,amansahu_IND,45,"New Delhi, India"
The president of the United States of America is really powerful: Australia warned it could be isolated over climate inaction after Joe Biden victory https://t.co/Rzx841XebN   #climatechange #TCIM0402,1.10201,positive,"[{'text': 'climatechange', 'indices': [176, 190]}, {'text': 'TCIM0402', 'indices': [191, 200]}]",1,0,2020-11-08 19:33:49,kati_rahikainen,725,"Helsinki, Finland"
"2021 should be an amazing year. “Assuming“ covid becomes manageable with a vaccine, #ClimateChange will finally get the attention necessary to potentially turn the tide. Everyone will be learning a lot more about #ClimateScience.  November, 2021 #COP26 in Glasgow will be EPIC. https://t.co/0mGQJVNk5T",2.78646,positive,"[{'text': 'ClimateChange', 'indices': [84, 98]}, {'text': 'ClimateScience', 'indices': [213, 228]}, {'text': 'COP26', 'indices': [246, 252]}]",0,0,2020-11-08 19:33:48,zanesloanbc,981,"Burnaby, BC 🇨🇦"
Yemen biodiversity.@nature_org @UNBiodiversity @naturesustainab @welcomet0nature @WorldResources @SuzieBaker777 @how_sustainable @CherguiaGroup #nature #naturelovers #NaturePhotography #Sustainability #ClimateChange #ClimateAction #ClimateCrisis #environment #Biodiversity2020 https://t.co/OlnI3tkbY2,0.0,neutral,"[{'text': 'nature', 'indices': [144, 151]}, {'text': 'naturelovers', 'indices': [152, 165]}, {'text': 'NaturePhotography', 'indices': [166, 184]}, {'text': 'Sustainability', 'indices': [185, 200]}, {'text': 'ClimateChange', 'indices': [201, 215]}, {'text': 'ClimateAction', 'indices': [216, 230]}, {'text': 'ClimateCrisis', 'indices': [231, 245]}, {'text': 'environment', 'indices': [246, 258]}, {'text': 'Biodiversity2020', 'indices': [259, 276]}]",7,2,2020-11-08 19:32:32,AlkirshiRiyadh,268,Yemen
Gorgeous day at the #wasagabeach today Too bad Ive had a headache for 3 days !! This weather is nice but it’s not right #climatechange #weather #novemberisthenewjune https://t.co/vm41FjJAUJ,0.47523000000000004,neutral,"[{'text': 'wasagabeach', 'indices': [20, 32]}, {'text': 'climatechange', 'indices': [120, 134]}, {'text': 'weather', 'indices': [135, 143]}, {'text': 'novemberisthenewjune', 'indices': [144, 165]}]",1,0,2020-11-08 19:32:21,CowanVirg,127,"Ontario, Canada"
Kean may have found a path through the energy gridlock of #auspol - Bi-partisan support found for plan to turn #NSW into a clean energy superpower to fight #climatechange https://t.co/hq3UrQU5Ef,1.70421,positive,"[{'text': 'auspol', 'indices': [58, 65]}, {'text': 'NSW', 'indices': [111, 115]}, {'text': 'climatechange', 'indices': [156, 170]}]",1,0,2020-11-08 19:31:59,jmwhite2,2353,"Byron Bay, New South Wales"
Summer in November is the worst. #iwantarealfall #climatechange,0.0,neutral,"[{'text': 'iwantarealfall', 'indices': [33, 48]}, {'text': 'climatechange', 'indices': [49, 63]}]",0,0,2020-11-08 19:30:52,megnedo_,119,"charlottesville, virginia"
"Companies defy #investor demands on #climatechange—analysis of 6,000 listed groups shows few businesses are close to meeting targets set by 2015 Paris agreement that aims to limit #globalwarming to well below 2°C. #ClimateAction #Climate https://t.co/sOc7QotBh0 @financialtimes",0.36521000000000003,neutral,"[{'text': 'investor', 'indices': [15, 24]}, {'text': 'climatechange', 'indices': [36, 50]}, {'text': 'globalwarming', 'indices': [180, 194]}, {'text': 'ClimateAction', 'indices': [214, 228]}, {'text': 'Climate', 'indices': [229, 237]}]",0,1,2020-11-08 19:30:44,Cmh176Hughes,130,
"Another interesting and timely report from @SIPRIorg, this one on #foodsecurity #climatechange and #geopolitics https://t.co/cgi8sCtXE7",0.44722000000000006,neutral,"[{'text': 'foodsecurity', 'indices': [66, 79]}, {'text': 'climatechange', 'indices': [80, 94]}, {'text': 'geopolitics', 'indices': [99, 111]}]",0,0,2020-11-08 19:30:32,mlennartsson,975,"Stockholm, Sweden"
"Life MUST continue! Soldiers go Soldiers come, but barracks MUST remain. Let the winners be magnanimous in victory. Congratulations to the winners  Eku iroju to the losers. I dare say again it is a victory to the Environment #climatechange  #ClimateAction @JoeBiden @KamalaHarris https://t.co/qxchaf87j4",3.31212,positive,"[{'text': 'climatechange', 'indices': [225, 239]}, {'text': 'ClimateAction', 'indices': [241, 255]}]",3,1,2020-11-08 19:29:55,AdebolaGb,1801,Lagos
"Great, you voted!  Have a cookie...   Now what are you going to do to help us save the world from #ClimateChange and every other problem facing #California &amp; the #US (perpetual war, homelessness, etc.)?  We can't count on these folks to get it done...  Or Obama's former VP. https://t.co/WlslhIZqFE",1.9664700000000002,positive,"[{'text': 'ClimateChange', 'indices': [98, 112]}, {'text': 'California', 'indices': [144, 155]}, {'text': 'US', 'indices': [166, 169]}]",12,4,2020-11-08 19:29:45,Vote_CNP,4336,California
Trump is still acting like a infantile moron like two year old saying its unfair if he lost. Drag him out on 20 Jan! Biden believes in #climatechange and science not repeating cable news misinformation like ex-president Trump!,0.3052599999999998,neutral,"[{'text': 'climatechange', 'indices': [135, 149]}]",1,0,2020-11-08 19:28:32,devoncatt,707,Winnersh Berkshire
Japan wants to be carbon neutral by 2050. Here's what it will mean for nuclear energy https://t.co/6ltnAihsey #Japan #ClimateChange https://t.co/10jnbtkGo4,-0.02912999999999999,neutral,"[{'text': 'Japan', 'indices': [110, 116]}, {'text': 'ClimateChange', 'indices': [117, 131]}]",1,0,2020-11-08 19:27:48,TexasSolarPwr,5,Houston and Austin
"@Tye_Facilitator @allisonscraig @JoeBiden @NicolaSturgeon @scotgov @theSNP @CNN @BBCNews @SkyNews #COP26 #UnitedNations @UN #ClimateChange Conference is in Glasgow, Scotland. From 1st Nov until 12th November 2021.  ""The #Climate has No Borders""👍 https://t.co/xEvkTzbrsu",-0.36833,negative,"[{'text': 'COP26', 'indices': [98, 104]}, {'text': 'UnitedNations', 'indices': [105, 119]}, {'text': 'ClimateChange', 'indices': [124, 138]}, {'text': 'Climate', 'indices': [220, 228]}]",2,0,2020-11-08 19:26:23,FreeDAnimation,145,Glasgow
"While poorer communities get hit harder by COVID-19 &amp; #climatechange, the ultra-rich are actually getting richer. They must pay a fair share of a #JustRecovery. Support a #WealthTax today:  https://t.co/uSTZ4B1NYd @GreenpeaceCA #TaxTheRich",1.3778799999999998,positive,"[{'text': 'climatechange', 'indices': [58, 72]}, {'text': 'JustRecovery', 'indices': [150, 163]}, {'text': 'WealthTax', 'indices': [175, 185]}, {'text': 'TaxTheRich', 'indices': [232, 243]}]",1,0,2020-11-08 19:25:51,KenPritchard18,0,
